131771420 290366290 9610	12-11-23,3 12-11-23,1 12-11-23,1 12-11-23,1 12-18-22,3 12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1
130232182 78487883 7619	12-18-00,2 12-18-00,1 12-18-01,1 12-18-01,1 12-18-01,1 12-18-01,1 12-18-01,1 12-18-23,1 12-18-23,1 12-18-23,4 12-18-23,3 12-18-23,1 12-18-23,1 12-18-23,1
7821057 108637777 7572	12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,4 12-18-11,3 12-18-11,1
41866258 381920404 4245	12-16-18,1 12-16-18,3 12-16-19,1 12-16-19,1 12-16-19,1 12-16-19,1 12-18-10,3 12-18-10,1 12-18-10,1 12-18-12,4
54867992 296820662 4670	12-17-23,3 12-17-23,1 12-17-23,1 12-17-23,1 12-17-23,1 12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1
20815921 383155886 11950	12-18-10,1 12-18-10,4 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,3
81369260 112689124 5635	12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,4 12-18-19,1 12-18-19,3 12-18-19,1
98002604 44911807 10431	12-17-16,3 12-17-16,1 12-17-16,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-15,1 12-18-15,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,3 12-18-16,4
98734198 18857299 11376	12-18-19,4
122374396 238589408 11376	12-18-07,1 12-18-07,1 12-18-07,1 12-18-07,1 12-18-07,4 12-18-21,1 12-18-21,1
116634436 290133439 198	12-18-16,1 12-18-16,3 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-17,4
25800428 40759546 11151	12-11-21,1 12-14-22,1 12-14-22,1 12-14-22,1 12-16-18,1 12-16-18,1 12-16-18,1 12-16-18,1 12-16-18,1 12-16-19,1 12-16-19,3 12-16-19,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-19,3 12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,4 12-18-20,1 12-18-20,1
16471696 383822283 11497	12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,3 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1 12-18-21,1
91296173 386956767 4245	12-15-11,1 12-15-11,1 12-15-11,1 12-15-11,3 12-15-12,1 12-18-23,1 12-18-23,1 12-18-23,4 12-18-23,1 12-18-23,1 12-18-23,3 12-18-23,1 12-18-23,1
111289035 341799736 4778	11-19-00,1 11-19-00,3 11-23-10,1 11-23-10,4 11-23-10,1 11-23-10,3 11-30-17,1 12-03-11,1 12-03-11,1 12-03-11,1 12-18-19,1 12-18-19,4 12-18-19,1 12-18-19,1 12-18-19,1 12-18-22,1 12-18-23,1
31462872 334399604 1599	12-18-17,4 12-18-17,1
139878830 37101896 8099	12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,3 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1
131395085 111161394 2122	12-18-12,3 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,4
7821057 1347379 7572	12-18-08,1 12-18-08,3 12-18-08,1 12-18-08,4 12-18-08,1 12-18-11,1 12-18-11,1 12-18-11,1
57983419 55922591 12823	12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,3 12-18-22,1 12-18-22,1 12-18-22,1
139878830 142015520 12170	12-16-08,1 12-16-08,3 12-16-08,1 12-16-08,1 12-16-08,1 12-18-21,1 12-18-21,1 12-18-21,3 12-18-21,4 12-18-21,1 12-18-21,1 12-18-21,1
104019648 195251516 7572	12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,2 12-18-14,1 12-18-14,1 12-18-15,1 12-18-15,1 12-18-15,4
65087966 166891177 9334	12-18-01,3 12-18-01,1 12-18-01,1 12-18-01,4
2642753 231156238 1963	11-21-19,3 11-21-19,1 11-21-19,1 11-21-19,1 11-23-12,1 11-23-12,1 11-23-18,1 11-23-18,1 11-23-19,4 11-25-12,1 11-25-12,1 12-18-18,3 12-18-18,1 12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,4 12-18-19,2
120671311 382559647 6648	12-17-18,1 12-17-18,1 12-17-18,1 12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,1 12-18-20,4 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1
69918931 290752290 1032	12-18-14,4
137915017 274596072 3321	12-18-03,4 12-18-03,1 12-18-03,3 12-18-03,1 12-18-03,1 12-18-03,1 12-18-03,1 12-18-03,1
119394765 242259581 2929	12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,4 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-19,1 12-18-19,3 12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,1
127488859 227474082 3846	12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,3 12-18-00,1 12-18-01,1 12-18-01,1 12-18-20,4
108623128 94106132 7572	12-15-18,1 12-15-18,1 12-15-18,1 12-15-18,1 12-15-18,1 12-16-16,3 12-16-16,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-22,1 12-18-22,3 12-18-23,4
109326585 210290989 887	12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,2
70412049 126099664 10431	12-16-17,3 12-16-17,1 12-16-17,1 12-16-21,1 12-16-21,1 12-16-21,1 12-18-10,4 12-18-10,3
129121608 155929209 7143	12-13-13,1 12-13-13,1 12-13-13,4 12-13-13,1 12-13-13,1 12-13-13,2 12-17-22,1 12-17-22,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,4 12-18-19,1 12-18-19,2 12-18-19,1
85235720 231269572 11406	12-17-02,2 12-17-02,1 12-17-16,1 12-17-16,1 12-18-15,4 12-18-15,4 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,3 12-18-15,1 12-18-15,1
67665242 49009769 3660	12-18-12,1 12-18-12,4 12-18-12,1 12-18-13,1
13446415 226108358 11406	12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4
29608942 176571127 3064	12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-13,3 12-18-13,4
40847458 212520431 8561	12-14-22,1 12-14-22,1 12-14-22,3 12-14-23,1 12-14-23,1 12-14-23,1 12-14-23,1 12-18-13,1 12-18-15,4 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,3
131404662 254031767 6858	12-18-08,1 12-18-08,1 12-18-08,4 12-18-08,3
109369720 251377214 3067	12-18-11,1 12-18-15,4 12-18-15,3
18187983 137220373 4582	12-03-19,1 12-03-19,1 12-03-19,1 12-03-19,1 12-16-21,2 12-16-21,1 12-16-21,1 12-16-21,1 12-16-21,1 12-17-20,1 12-17-20,1 12-17-20,1 12-17-20,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-19,1 12-18-19,1 12-18-19,4 12-18-19,1 12-18-19,1
120682506 241803157 8561	12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,4
20262488 369918126 12067	12-14-20,1 12-14-20,1 12-14-20,1 12-17-15,1 12-17-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-16,3 12-18-16,4
61840976 346091674 5273	12-17-22,1 12-17-22,1 12-17-22,1 12-17-22,3 12-17-22,1 12-17-23,1 12-17-23,1 12-17-23,1 12-17-23,1 12-18-10,4 12-18-10,3 12-18-10,4 12-18-10,4 12-18-11,1 12-18-11,1 12-18-11,1
8322595 231935684 6417	12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-20,1 12-18-21,3 12-18-21,4
64087996 51996121 7995	11-26-11,1 11-26-11,1 11-26-14,3 11-27-17,4 11-27-17,4 12-01-19,1 12-01-19,1 12-01-19,1 12-11-16,1 12-11-16,1 12-11-16,3 12-11-16,1 12-11-18,1 12-11-18,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-01,3 12-18-01,3 12-18-16,4
113791848 257985909 3064	12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1
14043203 117308603 8099	12-18-21,3 12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1
16207363 270786620 11081	12-18-12,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,4 12-18-13,3 12-18-13,1
89297848 158884195 597	12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-17,4 12-18-17,1 12-18-17,1
40297927 312512695 12538	12-18-21,4 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1
112994827 13982267 10939	12-18-22,3 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-23,4
53872916 295700140 12816	12-18-00,1 12-18-00,4 12-18-00,1
98002604 243195551 10431	12-18-16,3 12-18-16,1 12-18-16,4
12504005 357177981 10920	12-18-20,1 12-18-20,1 12-18-20,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1 12-18-22,1 12-18-22,1 12-18-22,1
139149641 197488747 12170	12-18-11,1 12-18-11,1 12-18-12,4 12-18-14,1 12-18-14,1
73934820 75681830 12630	11-19-17,1 11-19-17,1 12-01-19,1 12-17-14,1 12-17-14,1 12-18-09,1 12-18-09,1 12-18-09,4 12-18-09,1 12-18-09,1 12-18-09,4 12-18-09,1
129862703 243427474 10431	12-18-21,1 12-18-21,1 12-18-21,4
84193620 287294440 3846	12-18-09,1 12-18-09,4 12-18-09,1 12-18-09,1 12-18-09,1 12-18-13,1 12-18-13,1
88149331 99248078 94	12-18-07,4 12-18-07,1 12-18-07,1 12-18-09,1 12-18-09,1
124322312 15460482 9614	12-14-21,1 12-14-21,1 12-14-21,1 12-14-21,1 12-14-21,1 12-18-09,3 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,4 12-18-12,1 12-18-12,1
24839442 268488417 5993	12-18-14,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-19,4 12-18-19,3
4707609 138375610 5489	12-18-06,1 12-18-06,1 12-18-06,1 12-18-07,1 12-18-07,1 12-18-07,1 12-18-07,1 12-18-07,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,4 12-18-20,1
134648874 199858425 7572	12-18-08,1 12-18-08,4 12-18-08,3 12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-13,1 12-18-13,1
139878830 253923428 5186	12-08-19,1 12-08-19,1 12-08-19,3 12-15-10,1 12-15-10,1 12-15-10,1 12-18-22,4 12-18-22,3
122787388 395014688 4245	12-18-09,1 12-18-09,2 12-18-09,1 12-18-09,1 12-18-10,1 12-18-10,4 12-18-10,3
41866258 285773835 8099	12-17-21,1 12-17-21,1 12-17-21,1 12-17-21,1 12-17-23,3 12-18-18,4 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,1 12-18-18,3
95574197 11845354 11406	12-18-20,1 12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1
61985804 176876006 12170	12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4
81369260 356735419 2284	12-18-13,2 12-18-13,1 12-18-20,1 12-18-20,3 12-18-20,4 12-18-20,1 12-18-20,1 12-18-20,1
43252806 59727611 7347	12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,4 12-18-08,1 12-18-08,1 12-18-09,1 12-18-09,1
64497148 45081782 8744	12-18-21,1 12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1
92332181 276364549 12630	12-12-18,1 12-12-18,1 12-12-18,3 12-12-18,1 12-12-18,1 12-13-17,1 12-13-17,1 12-15-13,1 12-15-13,1 12-15-13,1 12-15-13,1 12-15-13,1 12-15-13,1 12-15-13,1 12-16-15,3 12-16-15,1 12-16-15,1 12-18-15,1 12-18-15,4 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,4 12-18-15,1 12-18-15,1
4606353 64868601 11991	12-18-13,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4 12-18-17,1 12-18-22,3
31810270 400954506 5273	12-18-16,1 12-18-16,2 12-18-16,1 12-18-16,4 12-18-16,3 12-18-16,1 12-18-16,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1
57983419 51682918 7619	11-27-09,1 11-27-09,1 11-27-09,1 11-27-09,1 11-27-09,1 11-29-22,1 11-29-22,1 11-29-22,1 11-29-22,1 12-04-18,1 12-04-18,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4
99849460 218573652 10501	12-17-20,1 12-17-20,1 12-18-18,1 12-18-18,1 12-18-19,1 12-18-19,4
33787718 118595236 5993	12-18-00,4 12-18-00,1 12-18-00,1 12-18-00,1
41866258 243891675 13985	12-16-18,3 12-16-18,1 12-16-18,1 12-18-10,3 12-18-12,4 12-18-13,1 12-18-13,1
88967217 333673833 6304	12-18-22,3 12-18-22,4
130756544 114897321 11492	12-18-13,1 12-18-13,1 12-18-13,4 12-18-13,1 12-18-13,1
109369720 162365355 5993	12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-08,1 12-18-09,4 12-18-09,3
108836330 8853707 6562	12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-12,3 12-18-12,1 12-18-13,1 12-18-13,4 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1
90342802 51211843 9155	11-25-09,1 11-25-09,1 11-25-09,1 11-25-09,1 11-25-09,3 12-05-13,1 12-05-13,1 12-05-13,1 12-17-16,1 12-17-16,1 12-17-16,1 12-17-16,1 12-18-16,1 12-18-16,4 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,3 12-18-16,1
109059613 88064781 3368	12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,4 12-18-10,1
116691510 164135427 8099	12-18-11,4 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1
116302035 175144281 3064	12-18-12,1 12-18-12,1 12-18-12,4
115908019 268491825 9618	12-18-19,1 12-18-19,4 12-18-19,3 12-18-19,1
52993887 215390193 6648	12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,3 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,4 12-18-10,1 12-18-10,1 12-18-14,1 12-18-14,1
70412049 73195108 10431	12-16-21,1 12-16-21,1 12-17-13,1 12-17-13,1 12-17-22,3 12-18-10,3 12-18-10,4
132940744 206977173 4245	12-18-11,4
68519803 217108678 6648	12-17-22,2 12-17-22,1 12-17-22,1 12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,1 12-18-19,4
103348019 279351879 6304	12-18-14,1 12-18-14,3 12-18-14,1 12-18-14,1 12-18-14,4
34367769 112592229 5962	12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4 12-18-21,1 12-18-21,1
74514093 118310778 12630	12-18-21,1 12-18-21,1 12-18-21,2 12-18-21,1 12-18-21,1 12-18-21,1 12-18-22,4 12-18-22,1
54559085 2039039 10456	12-18-21,1 12-18-21,4 12-18-21,1 12-18-21,1 12-18-21,1
139878830 174054968 8099	11-20-18,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,4 12-18-21,3 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1
115981262 244183686 3960	12-17-20,1 12-17-20,3 12-17-20,1 12-17-20,1 12-18-06,1 12-18-11,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,4
132940744 380097196 4245	12-18-11,4
72521730 218044692 10732	12-18-11,1 12-18-11,1 12-18-11,4 12-18-11,3 12-18-11,1
51816656 24356198 3960	12-18-09,1 12-18-09,4 12-18-09,1 12-18-09,3 12-18-09,1 12-18-09,4 12-18-09,1
74994281 355434012 887	12-18-11,1 12-18-11,4 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1 12-18-11,1
99411301 258296014 3537	12-18-14,1 12-18-14,1 12-18-15,3 12-18-15,1 12-18-15,4 12-18-20,3
114656315 400625953 3368	12-05-21,1 12-05-21,1 12-05-21,1 12-05-21,1 12-05-21,1 12-05-21,1 12-05-21,3 12-07-09,3 12-18-15,1 12-18-16,1 12-18-16,1 12-18-16,1 12-18-16,4 12-18-16,1 12-18-16,1
132940744 359851150 3000	12-18-11,4
85605647 76575815 12090	12-18-10,1 12-18-10,3 12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,1 12-18-11,4
100551544 34321264 3660	12-18-10,1 12-18-10,1 12-18-10,1 12-18-10,4 12-18-10,3 12-18-13,1 12-18-13,1
112302007 230558745 12304	12-18-21,1 12-18-21,3 12-18-21,1 12-18-21,4 12-18-21,1
12633543 340139768 5635	12-09-21,1 12-09-21,1 12-10-23,1 12-12-07,1 12-12-08,1 12-12-23,1 12-18-15,4
135670856 237690276 7572	11-29-20,1 11-29-20,1 12-04-07,1 12-05-05,1 12-16-20,3 12-16-20,1 12-18-11,3 12-18-13,4
139878830 307792517 8792	12-02-18,1 12-02-18,1 12-02-18,1 12-02-18,3 12-02-18,1 12-02-19,1 12-08-19,1 12-08-19,1 12-08-20,1 12-08-20,1 12-08-20,1 12-09-09,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4 12-18-22,3 12-18-22,1 12-18-22,1
81369260 336449474 9614	12-17-21,1 12-17-21,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-19,4 12-18-19,1
132940744 296547472 5533	12-18-11,4
79446758 91821471 12090	12-18-13,1 12-18-13,1 12-18-13,4 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,3 12-18-13,1
40297927 159194817 3005	12-18-15,1 12-18-15,1 12-18-15,4 12-18-19,3 12-18-19,1
64497148 307225865 8792	12-18-19,1 12-18-21,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,4
61840976 178098472 9614	12-17-22,3 12-17-22,1 12-17-22,1 12-17-22,1 12-17-23,1 12-18-10,1 12-18-10,4 12-18-10,3 12-18-10,1 12-18-11,1 12-18-11,1 12-18-11,1
42977680 336106744 7876	11-27-20,1 11-27-20,1 12-01-22,1 12-01-22,1 12-01-22,1 12-12-15,1 12-12-15,1 12-12-15,1 12-12-15,1 12-12-15,1 12-12-15,1 12-12-15,1 12-12-15,1 12-16-19,1 12-16-19,1 12-16-19,1 12-17-18,1 12-17-18,1 12-17-18,1 12-17-18,1 12-17-18,1 12-17-22,1 12-17-22,1 12-17-22,1 12-18-12,1 12-18-12,1 12-18-12,1 12-18-13,4 12-18-13,1 12-18-13,1 12-18-15,1 12-18-15,1 12-18-23,1
64087996 84621599 12630	11-26-12,1 11-26-12,1 12-11-18,1 12-11-18,1 12-18-00,1 12-18-00,1 12-18-16,4
40523696 27198257 10662	12-18-08,1 12-18-11,3 12-18-13,4 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1
70412049 185047951 10431	12-18-09,1 12-18-09,1 12-18-10,3 12-18-10,4
35411632 52900329 11497	12-18-10,2 12-18-10,1 12-18-11,1 12-18-11,1 12-18-11,3 12-18-11,4 12-18-11,1 12-18-11,1 12-18-11,4
59057916 337611506 3660	12-13-14,1 12-13-14,1 12-13-14,3 12-18-15,3 12-18-15,1 12-18-15,4 12-18-15,1 12-18-15,1 12-18-15,1
77646698 138894451 1527	12-18-14,1 12-18-14,1 12-18-14,1 12-18-15,4 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,3 12-18-15,1
30407680 79953666 5480	12-18-08,1 12-18-08,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,3 12-18-09,1 12-18-09,1 12-18-09,4 12-18-09,1 12-18-09,1 12-18-09,3
83956310 185928415 3925	12-14-15,3 12-14-15,1 12-18-15,1 12-18-15,4 12-18-15,1 12-18-15,3
57147852 205346146 11376	12-18-11,1 12-18-11,1 12-18-11,4 12-18-11,1
139149641 292243173 12067	12-18-04,3 12-18-04,1 12-18-04,1 12-18-04,1 12-18-10,4 12-18-14,1
40847458 186605506 10431	12-18-15,4 12-18-15,1 12-18-15,1 12-18-15,1 12-18-15,1
83635059 310297029 13804	12-16-22,1 12-16-22,1 12-16-22,1 12-16-22,1 12-16-22,3 12-18-21,3 12-18-21,3 12-18-21,4 12-18-21,3 12-18-21,3
90335230 233468290 12326	12-18-13,1 12-18-13,3 12-18-13,4 12-18-13,1 12-18-13,1
43380951 2246234 198	12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,1 12-18-00,4 12-18-00,1
49335337 376280928 7572	12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,4 12-18-13,1 12-18-13,1 12-18-13,1
44026734 154685548 12326	12-18-19,4
85939693 367934934 4230	12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4
125856347 202431066 1169	12-17-04,1 12-17-04,1 12-18-08,4 12-18-21,1 12-18-21,1
109369720 256659771 150	12-18-08,1 12-18-08,1 12-18-09,3 12-18-09,4
40847458 86783751 11406	12-18-17,1 12-18-17,1 12-18-17,1 12-18-18,4
22232670 339984724 9265	11-25-15,1 11-25-15,1 11-25-15,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,4 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,3
104531516 208097193 6658	12-04-08,1 12-04-08,1 12-04-08,1 12-11-22,1 12-17-22,1 12-17-22,1 12-17-22,1 12-17-22,1 12-17-22,1 12-17-22,1 12-17-23,3 12-17-23,1 12-18-10,3 12-18-10,1 12-18-10,1 12-18-15,4
70412049 265482207 10431	12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-10,4 12-18-10,3
32056631 6661801 4830	12-14-21,1 12-14-21,1 12-14-21,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,1 12-18-17,4 12-18-17,1 12-18-17,1
7410322 126057302 5350	12-18-15,4 12-18-15,1 12-18-15,1
111289035 24914213 3064	12-18-19,1 12-18-19,1 12-18-19,3 12-18-19,1 12-18-19,4 12-18-22,1 12-18-22,1
40523696 260196329 10662	12-18-13,4 12-18-22,1 12-18-22,1 12-18-22,1
2559590 287631291 8662	11-21-20,1 11-21-20,1 11-23-17,1 11-23-17,1 12-15-08,1 12-15-08,1 12-15-08,3 12-18-09,1 12-18-09,4 12-18-09,1 12-18-09,1 12-18-10,1 12-18-10,1
35175499 59802076 12570	12-18-13,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,1 12-18-21,4
64296382 328842315 9569	12-18-14,1 12-18-14,3 12-18-14,1 12-18-14,1 12-18-14,1 12-18-20,4 12-18-20,1 12-18-20,1 12-18-20,1 12-18-21,1
25849481 4201674 13500	12-14-15,1 12-14-15,2 12-14-21,1 12-14-21,1 12-14-21,1 12-17-22,1 12-17-22,1 12-17-22,1 12-17-22,1 12-17-22,1 12-18-09,4 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-09,1 12-18-10,1
87665729 18395029 12553	12-18-21,1 12-18-21,1 12-18-21,1 12-18-22,1 12-18-22,4 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1 12-18-22,1
6430954 67302624 11991	12-18-08,1 12-18-08,1 12-18-09,1 12-18-09,4 12-18-09,1 12-18-09,1
73427429 312631805 1029	12-18-13,3 12-18-13,1 12-18-13,1 12-18-13,4 12-18-13,1 12-18-13,1 12-18-13,1 12-18-13,1 12-18-15,1 12-18-15,1
16847478 186189718 3321	12-15-22,1 12-15-22,1 12-15-22,1 12-15-22,1 12-15-22,3 12-18-14,1 12-18-14,1 12-18-14,1 12-18-14,1 12-18-15,3 12-18-15,4 12-18-15,4
